location,country_code,gdp_usd,anxiety_percent_female,anxiety_percent_male,bipolar_percent_female,bipolar_percent_male,depress_percent_female,depress_percent_male,suicide_rate_per100k_female,suicide_rate_per100k_male
Republic of Trinidad and Tobago,TTO,17912.5106245714,0.091390221799902,0.0515625237954363,0.0130994524763984,0.0115701389671943,0.0768941349183777,0.0538186696559501,4.991451619364483,25.799929129084493
Republic of Tunisia,TUN,3885.28166485296,0.1130666664872694,0.0637511202493165,0.0114287387477598,0.0100126396905052,0.1032843825247595,0.0760871966071529,2.3265927772006743,6.011920175911173
Republic of Uganda,UGA,882.791717542504,0.0651786929367773,0.0512738389826313,0.0076346655857243,0.0072721111122799,0.0944099712410818,0.0714144464114373,2.1663841203045857,12.229871494394317
Republic of Uzbekistan,UZB,2258.51964119278,0.0364920114227315,0.022748150346316,0.0067024496687884,0.0063516865054827,0.0513641592907638,0.0376029605390821,8.401924031400242,17.49632621270959
Republic of Vanuatu,VUT,3107.20312858002,0.0650157951152017,0.0395383502218218,0.003482310225073,0.0033778710083362,0.0440996479821316,0.0369706717132677,11.934748583195868,43.57722542246479
Republic of Zambia,ZMB,1127.16077872857,0.0715497684625276,0.0505301980083013,0.0076448000025621,0.0073495503574371,0.0627917192826332,0.0474859253445189,3.4705617345600257,16.69643028863375
Republic of Zimbabwe,ZWE,1724.38773104902,0.0557840377037734,0.047595640424127,0.0068643968741211,0.0067724577665739,0.0512857538447283,0.0368802220653836,13.535067391258824,40.84174828051131
Republic of the Congo,COG,2516.16255145432,0.0596046692629938,0.0454417540577683,0.0069289203321607,0.0067528954469319,0.0973640530250269,0.0678330686762676,4.661669350468279,15.383647273934107
Republic of the Union of Myanmar,MMR,1242.72134419599,0.0739735955343934,0.0420714551238196,0.0042353421823628,0.0040893450916979,0.0355518997283011,0.029640111784846,1.5081928226055832,7.8413134419969905
Romania,ROU,14986.7854904274,0.0695760619968407,0.0382665922543867,0.0093370856891837,0.0082685947517565,0.0526368986089092,0.0329519387954278,2.684094448210034,16.18358376006154
Russian Federation,RUS,12521.5224609375,0.0680476443398287,0.0430603281379837,0.0069193278244292,0.0065284402005984,0.0603432656413448,0.0481991884874593,8.272215257692961,50.323146252495846
Saint Kitts and Nevis,KNA,18361.1449697886,0.084174668587623,0.0480803446417307,0.0131247782468434,0.0115967684668049,0.0712187037110245,0.04203508930865,0.5882311788007638,4.096576919633592
Saint Lucia,LCA,10459.1321248092,0.0921032625375966,0.0522496815474566,0.0132436819958022,0.0116552002680549,0.0629487343942088,0.0424680005304693,1.1753487291106397,12.578801913054306
Saint Vincent and the Grenadines,VCT,8481.30537359541,0.0872445869633163,0.0497544978668844,0.0130230458558533,0.0115251477613436,0.0594797704753844,0.0426071599230538,1.1264709737137808,11.199533677159309
Slovak Republic,SVK,22138.1949833348,0.0724204881534816,0.0399951705386202,0.007399131140455,0.0067080726050667,0.0562242574166447,0.0315024540392047,2.862320818262464,19.46918392013492
Socialist Republic of Viet Nam,VNM,3704.1935590038,0.0431891198029887,0.0226898054198093,0.0044122459020495,0.0042338622357374,0.042752558313205,0.0265371734103702,4.4900680274687685,11.64964843837372
Solomon Islands,SLB,1996.86976779348,0.0648692961146898,0.0395488089454681,0.0034395814417714,0.0033388337572822,0.0445565143895507,0.0364714466643786,14.276851368193237,47.64769803422206
State of Israel,ISR,52255.6159050999,0.0672911593697176,0.042703204247861,0.0151508590960305,0.0118108138410757,0.0835320107404077,0.0510361493301906,1.844715639664783,8.751046504340762
State of Kuwait,KWT,34043.542153557,0.0835155963092029,0.0468584857494992,0.0118655654875617,0.0102848727826938,0.0729092546156909,0.0500831435778759,0.93697701430534,3.6849993405248793
State of Libya,LBY,4935.82787349801,0.1029844886818853,0.0576962886971097,0.0112836215900995,0.0098575952865539,0.0810627360456394,0.0572460192517947,4.531221649301512,10.187922818928188
State of Qatar,QAT,71751.8831234838,0.0889706957056262,0.0484652586845324,0.011530277960229,0.0102640319512696,0.0805333665067611,0.0581390994426541,1.0277088310255738,5.822068706180005
Sultanate of Oman,OMN,19403.4600160211,0.0994654710598313,0.0536471450065428,0.0100721882377902,0.0090742927909426,0.0795426663241608,0.0552930816427383,0.4884962421032835,1.8457623317289564
Syrian Arab Republic,SYR,663.614245706815,0.1050652700424481,0.0609230150359631,0.0112321763565706,0.0095594184497417,0.0765015668133046,0.0511659297526352,0.533622984431098,1.8947901779370564
Togolese Republic,TGO,939.613373786407,0.048700190263332,0.0390817433852598,0.0064682520669368,0.0062630356705491,0.0641752450088242,0.0423387981916305,3.458584481558096,14.260670858736605
Turkmenistan,TKM,7051.20211079213,0.0420318412058594,0.0258826188661965,0.00666877238342,0.0063391805343526,0.050926004252895,0.0362695932897316,6.122646304500999,20.4473224831291
Tuvalu,TUV,5905.08198095343,0.0646337109441024,0.0395406936566212,0.0034842689842055,0.0034388967801663,0.0471061649275288,0.0389234822419587,12.526693456630914,37.53568157098751
Ukraine,UKR,4775.94580078125,0.0619858198555518,0.0399818387026913,0.0070679806717533,0.0065792837553293,0.076129365279179,0.0532375331475152,6.446274040491235,47.72153629102035
Union of the Comoros,COM,1584.12450153608,0.0652176719894073,0.0468690517635882,0.0079129299995296,0.0076000098418507,0.0663165201370466,0.0448534197567512,4.03989655257035,6.867209087204354
United Arab Emirates,ARE,43360.0211014806,0.0884682771469778,0.0502300249799793,0.0112686021819499,0.01003322298334,0.078253557057554,0.0572158201370476,1.6479614235277336,3.162481054058038
United Kingdom of Great Britain and Northern Ireland,GBR,46896.8662432834,0.085058614518746,0.0538835676989313,0.0152622579890615,0.0113529208567468,0.0858297602536636,0.063649507494318,4.5626371127981,16.68655957423537
United Mexican States,MEX,10314.0506741437,0.0787118147536655,0.0417840848800522,0.0141204610169821,0.0123718764747048,0.0781670277676545,0.0388219712125195,3.5043399027326743,16.657713497540648
United Republic of Tanzania,TZA,1159.85656738281,0.065892768225366,0.0469146667146733,0.0077116888919965,0.0073944599607762,0.0693841338587408,0.0452827263537072,2.5076589405737124,9.948079027159846
United States Virgin Islands,VIR,42571.0777368471,0.0880045199715201,0.0502426693296283,0.0133665564992652,0.0115248289422008,0.0592280544049459,0.038092560688167,1.6538350301798534,18.03060218379064
United States of America,USA,71318.3073592183,0.1258403310885633,0.0722334433684247,0.0090286156420056,0.0089280032829143,0.1069509212456703,0.0618438601135768,7.676738199450363,26.877605410549897
