location,sex,age,anxiety_percent,bipolar_percent,depress_percent,suicide_rate_per100k,country_code,year,gdp_usd
Commonwealth of Dominica,Male,15-49 years,0.0499823219698069,0.0115951820861507,0.0340521444641842,6.7224649068268025,DMA,2021.0,8262.65091316727
Commonwealth of Dominica,Female,15-49 years,0.0879100472670535,0.0131189593169723,0.0575584064344331,0.8873052313401376,DMA,2021.0,8262.65091316727
People's Democratic Republic of Algeria,Male,15-49 years,0.0513748777699776,0.0099891249045148,0.049671048463444,5.392921443971193,DZA,2021.0,4160.55926736925
People's Democratic Republic of Algeria,Female,15-49 years,0.0910149968948526,0.0112382368434718,0.0771114561856017,2.954385379638751,DZA,2021.0,4160.55926736925
Antigua and Barbuda,Male,15-49 years,0.0492424765643001,0.0117135567767454,0.0300211532122854,2.028624809264988,ATG,2021.0,17340.3790692554
Antigua and Barbuda,Female,15-49 years,0.0868641240849053,0.0133752876333537,0.0577912502716579,0.2515594578181232,ATG,2021.0,17340.3790692554
Hashemite Kingdom of Jordan,Male,15-49 years,0.0557312896447854,0.01017063567059,0.0448357749028175,2.2617691464170484,JOR,2021.0,4183.49998326866
Hashemite Kingdom of Jordan,Female,15-49 years,0.0987347339810986,0.0115432416370087,0.0794417456078321,0.6676822130855342,JOR,2021.0,4183.49998326866
State of Qatar,Male,15-49 years,0.0484652586845324,0.0102640319512696,0.0581390994426541,5.822068706180005,QAT,2021.0,71751.8831234838
State of Qatar,Female,15-49 years,0.0889706957056262,0.011530277960229,0.0805333665067611,1.0277088310255738,QAT,2021.0,71751.8831234838
Republic of Ecuador,Male,15-49 years,0.0646384275381746,0.01160207758448,0.0389133752672511,17.825464047958466,ECU,2021.0,6075.8026572556
Republic of Ecuador,Female,15-49 years,0.1112433783015685,0.0131381504786477,0.063917063943228,4.994338665880979,ECU,2021.0,6075.8026572556
Sultanate of Oman,Male,15-49 years,0.0536471450065428,0.0090742927909426,0.0552930816427383,1.8457623317289564,OMN,2021.0,19403.4600160211
Sultanate of Oman,Female,15-49 years,0.0994654710598313,0.0100721882377902,0.0795426663241608,0.4884962421032835,OMN,2021.0,19403.4600160211
Republic of El Salvador,Male,15-49 years,0.04893838756976,0.0110582761793587,0.0376017352906642,18.858998702691466,SLV,2021.0,4642.60743101342
Republic of El Salvador,Female,15-49 years,0.0842440800064158,0.0126551609585914,0.064913916769682,5.411798750273342,SLV,2021.0,4642.60743101342
Republic of Panama,Male,15-49 years,0.0449010882266951,0.0111290463200165,0.0346401228151775,10.93250326054298,PAN,2021.0,15509.8069109784
Republic of Panama,Female,15-49 years,0.0781774598820465,0.0127632611809368,0.0542894733265568,2.506712709054092,PAN,2021.0,15509.8069109784
Federative Republic of Brazil,Male,15-49 years,0.0812274969468078,0.0152154714111429,0.0384200301039982,15.596084194901392,BRA,2021.0,7972.53665048385
Federative Republic of Brazil,Female,15-49 years,0.161349795478635,0.0172543194121651,0.0783419665807543,4.103606869750073,BRA,2021.0,7972.53665048385
Republic of Peru,Male,15-49 years,0.0717828221731682,0.0116022573995003,0.0258816688774824,5.509649890135139,PER,2021.0,6826.9720069846
Republic of Peru,Female,15-49 years,0.1246922221281834,0.013107083537419,0.0437219067009379,1.9388522458963755,PER,2021.0,6826.9720069846
Federal Democratic Republic of Nepal,Male,15-49 years,0.042688526405137,0.0050287000691851,0.055551679946698,24.141590738338152,NPL,2021.0,1252.75076731986
Federal Democratic Republic of Nepal,Female,15-49 years,0.0589235985621114,0.0044021629994415,0.082155171071365,11.672333569621356,NPL,2021.0,1252.75076731986
Syrian Arab Republic,Male,15-49 years,0.0609230150359631,0.0095594184497417,0.0511659297526352,1.8947901779370564,SYR,2021.0,663.614245706815
Syrian Arab Republic,Female,15-49 years,0.1050652700424481,0.0112321763565706,0.0765015668133046,0.533622984431098,SYR,2021.0,663.614245706815
United Arab Emirates,Male,15-49 years,0.0502300249799793,0.01003322298334,0.0572158201370476,3.162481054058038,ARE,2021.0,43360.0211014806
United Arab Emirates,Female,15-49 years,0.0884682771469778,0.0112686021819499,0.078253557057554,1.6479614235277336,ARE,2021.0,43360.0211014806
Republic of Colombia,Male,15-49 years,0.0569308429332247,0.0100030863530113,0.0297114178320697,13.587520638220736,COL,2021.0,6222.62164397614
Republic of Colombia,Female,15-49 years,0.0895090625537712,0.011680598363687,0.032562882783146,3.535593398324873,COL,2021.0,6222.62164397614
Republic of India,Male,15-49 years,0.0367321878609036,0.0047223909580328,0.044618123006479,20.23072047648221,IND,2021.0,2239.61384367482
Republic of India,Female,15-49 years,0.0563871232675742,0.0038949152530181,0.0605497045207448,14.859478772499196,IND,2021.0,2239.61384367482
Kingdom of Bahrain,Male,15-49 years,0.0555178613105972,0.0101187371092983,0.0654415488715149,7.331959114286593,BHR,2021.0,27147.8083882286
Kingdom of Bahrain,Female,15-49 years,0.1020540093064538,0.0116224900522395,0.0901155524860243,1.8071833489648537,BHR,2021.0,27147.8083882286
State of Kuwait,Male,15-49 years,0.0468584857494992,0.0102848727826938,0.0500831435778759,3.6849993405248793,KWT,2021.0,34043.542153557
State of Kuwait,Female,15-49 years,0.0835155963092029,0.0118655654875617,0.0729092546156909,0.93697701430534,KWT,2021.0,34043.542153557
Islamic Republic of Pakistan,Male,15-49 years,0.041245717405218,0.0050893144455255,0.0425434134454518,13.526714508826569,PAK,2021.0,1455.31922370186
Islamic Republic of Pakistan,Female,15-49 years,0.0561604088036016,0.0044472297625018,0.0632277275199861,4.990208337505418,PAK,2021.0,1455.31922370186
Lebanese Republic,Male,15-49 years,0.0758029023700438,0.0129469055287736,0.0679117812771948,1.5095489931536883,LBN,2021.0,4045.37391066234
Lebanese Republic,Female,15-49 years,0.1384444272634259,0.014426302814864,0.1046359471483578,0.9241059228613756,LBN,2021.0,4045.37391066234
Kingdom of Morocco,Male,15-49 years,0.0567456477673866,0.009981963978775,0.0675463219781565,5.336677830217762,MAR,2021.0,3785.93627929688
Kingdom of Morocco,Female,15-49 years,0.0998973797910845,0.0112489439616453,0.0951337753698788,4.29340208753599,MAR,2021.0,3785.93627929688
Kingdom of Saudi Arabia,Male,15-49 years,0.0491310833436296,0.0099492194517776,0.0547763690923566,13.30294447855644,SAU,2021.0,28396.0864182336
Kingdom of Saudi Arabia,Female,15-49 years,0.0888610146618348,0.0122622747322022,0.0783966909893587,4.781284422764058,SAU,2021.0,28396.0864182336
State of Libya,Male,15-49 years,0.0576962886971097,0.0098575952865539,0.0572460192517947,10.187922818928188,LBY,2021.0,4935.82787349801
State of Libya,Female,15-49 years,0.1029844886818853,0.0112836215900995,0.0810627360456394,4.531221649301512,LBY,2021.0,4935.82787349801
Gabonese Republic,Male,15-49 years,0.0490116153891458,0.0067722555424847,0.07567860861682,16.408372853732377,GAB,2021.0,8181.40914134656
Gabonese Republic,Female,15-49 years,0.0643975290806135,0.0069586655700477,0.0921351513033717,2.539358572983885,GAB,2021.0,8181.40914134656
Republic of Iraq,Male,15-49 years,0.0510512157825486,0.0089938865095233,0.0481402808426024,8.613449414137127,IRQ,2021.0,4868.49431080783
Republic of Iraq,Female,15-49 years,0.1048263931689772,0.0104223637923449,0.0720408682599562,3.220163276075324,IRQ,2021.0,4868.49431080783
Union of the Comoros,Male,15-49 years,0.0468690517635882,0.0076000098418507,0.0448534197567512,6.867209087204354,COM,2021.0,1584.12450153608
Union of the Comoros,Female,15-49 years,0.0652176719894073,0.0079129299995296,0.0663165201370466,4.03989655257035,COM,2021.0,1584.12450153608
Islamic Republic of Afghanistan,Male,15-49 years,0.0581905687619079,0.0095578268543125,0.0666412920636043,7.178890854397113,AFG,2021.0,356.496214115892
Islamic Republic of Afghanistan,Female,15-49 years,0.1046586299974245,0.0111796658907244,0.0908745771841265,5.067815866923949,AFG,2021.0,356.496214115892
Republic of Tunisia,Male,15-49 years,0.0637511202493165,0.0100126396905052,0.0760871966071529,6.011920175911173,TUN,2021.0,3885.28166485296
Republic of Tunisia,Female,15-49 years,0.1130666664872694,0.0114287387477598,0.1032843825247595,2.3265927772006743,TUN,2021.0,3885.28166485296
Republic of Burundi,Male,15-49 years,0.0470929225723134,0.0074006468364857,0.0491935510498614,12.28529837749443,BDI,2021.0,214.091455416133
Republic of Burundi,Female,15-49 years,0.0664869820962716,0.0076537072989999,0.0714119273826961,3.9581152188131616,BDI,2021.0,214.091455416133
Federal Democratic Republic of Ethiopia,Male,15-49 years,0.0436507949404882,0.0077010804575441,0.0515473095515077,9.850379837404686,ETH,2021.0,910.947840320752
Federal Democratic Republic of Ethiopia,Female,15-49 years,0.0672759381190772,0.0081183784377973,0.0647168512477922,2.981963134648885,ETH,2021.0,910.947840320752
People's Republic of Bangladesh,Male,15-49 years,0.0417061405845076,0.0050792357234903,0.0483315832811805,6.924084309897027,BGD,2021.0,2482.84917843357
People's Republic of Bangladesh,Female,15-49 years,0.0549115434681077,0.0044344243554294,0.0830115429237038,3.187052160852131,BGD,2021.0,2482.84917843357
Republic of Kenya,Male,15-49 years,0.0447673863742366,0.0074093369257561,0.0496451900291658,10.08362925573014,KEN,2021.0,2061.35622089594
Republic of Kenya,Female,15-49 years,0.062687261976773,0.0076874420652289,0.0675603979867737,2.7286402002180687,KEN,2021.0,2061.35622089594
Republic of Angola,Male,15-49 years,0.0467633005224037,0.0066397781986698,0.0702592620164826,13.948339114540248,AGO,2021.0,1925.87466082167
Republic of Angola,Female,15-49 years,0.0616346674989047,0.0068651197761481,0.0979410980334249,3.2706630715844653,AGO,2021.0,1925.87466082167
State of Eritrea,Male,15-49 years,0.0450256560772726,0.0074299245690666,0.049632725126648,17.03557960154973,ERI,2021.0,
State of Eritrea,Female,15-49 years,0.063044004274592,0.0077666232409296,0.0707098488991101,4.704029758043582,ERI,2021.0,
Kingdom of Bhutan,Male,15-49 years,0.0366380609426848,0.0051937991172164,0.0419122755714544,7.838705416559442,BTN,2021.0,3570.61257915864
Kingdom of Bhutan,Female,15-49 years,0.0484304011359944,0.0044589530109568,0.0563629342319223,3.719873879655833,BTN,2021.0,3570.61257915864
Republic of Rwanda,Male,15-49 years,0.0472226341997569,0.0074718207038058,0.0457093731857213,11.54414917201755,RWA,2021.0,828.833032800998
Republic of Rwanda,Female,15-49 years,0.0659456406866038,0.0077347825411076,0.0816756951233811,3.3778913305852822,RWA,2021.0,828.833032800998
Republic of the Congo,Male,15-49 years,0.0454417540577683,0.0067528954469319,0.0678330686762676,15.383647273934107,COG,2021.0,2516.16255145432
Republic of the Congo,Female,15-49 years,0.0596046692629938,0.0069289203321607,0.0973640530250269,4.661669350468279,COG,2021.0,2516.16255145432
Republic of Uganda,Male,15-49 years,0.0512738389826313,0.0072721111122799,0.0714144464114373,12.229871494394317,UGA,2021.0,882.791717542504
Republic of Uganda,Female,15-49 years,0.0651786929367773,0.0076346655857243,0.0944099712410818,2.1663841203045857,UGA,2021.0,882.791717542504
Central African Republic,Male,15-49 years,0.0459929714759132,0.0065886196403283,0.0717178647440765,21.867346489330888,CAF,2021.0,492.263142830507
Central African Republic,Female,15-49 years,0.0610654455898472,0.0068344001239805,0.094085177913769,5.197423189903055,CAF,2021.0,492.263142830507
Republic of Zambia,Male,15-49 years,0.0505301980083013,0.0073495503574371,0.0474859253445189,16.69643028863375,ZMB,2021.0,1127.16077872857
Republic of Zambia,Female,15-49 years,0.0715497684625276,0.0076448000025621,0.0627917192826332,3.4705617345600257,ZMB,2021.0,1127.16077872857
Kingdom of Lesotho,Male,15-49 years,0.0548225626451742,0.0067876330733875,0.073334850784866,44.42900441636599,LSO,2021.0,1066.58645143823
Kingdom of Lesotho,Female,15-49 years,0.0726291953929988,0.0068754679177451,0.1084056607661882,11.044781994974535,LSO,2021.0,1066.58645143823
Republic of Djibouti,Male,15-49 years,0.0442182515188727,0.0076364911876525,0.0481460011893159,7.328191399938428,DJI,2021.0,3019.69343880209
Republic of Djibouti,Female,15-49 years,0.0612076268159957,0.0079195008083992,0.0706809366987171,2.7205081888955203,DJI,2021.0,3019.69343880209
Republic of Malawi,Male,15-49 years,0.0487931215939668,0.0073320008277327,0.0427688170961635,16.584778152144224,MWI,2021.0,617.447520802454
Republic of Malawi,Female,15-49 years,0.0686300238477228,0.0076125462619528,0.0629495807666725,3.205792291180749,MWI,2021.0,617.447520802454
Republic of Equatorial Guinea,Male,15-49 years,0.0450198265626216,0.0066718028612933,0.0685979552058082,12.731386939958254,GNQ,2021.0,6945.63069794539
Republic of Equatorial Guinea,Female,15-49 years,0.0585222923873895,0.0069389784060371,0.0963177672303223,2.9497840183285606,GNQ,2021.0,6945.63069794539
Republic of Benin,Male,15-49 years,0.037395521255867,0.0062185095402374,0.0422028060211395,10.20452033937549,BEN,2021.0,1318.83497843483
Republic of Benin,Female,15-49 years,0.0476478266504055,0.0063819380645266,0.0631068838011056,2.649963396434601,BEN,2021.0,1318.83497843483
Republic of Mauritius,Male,15-49 years,0.0389263359476152,0.0042178874835898,0.0461780467809734,21.0103003033928,MUS,2021.0,9068.97300226707
Republic of Mauritius,Female,15-49 years,0.0688568747817314,0.0043734565682973,0.0731916858494477,4.571568976378932,MUS,2021.0,9068.97300226707
Republic of Mozambique,Male,15-49 years,0.0495836858184928,0.0072802871042527,0.0541127286656954,20.700347903930577,MOZ,2021.0,509.907829475551
Republic of Mozambique,Female,15-49 years,0.0701509650728434,0.0076234903514158,0.0729750648457279,3.62906038073826,MOZ,2021.0,509.907829475551
Republic of Guinea,Male,15-49 years,0.0398151297851331,0.006163915015076,0.0394862402767424,8.230707906961308,GIN,2021.0,1244.96550477914
Republic of Guinea,Female,15-49 years,0.0507097509210789,0.0063804754980726,0.0661854637822113,3.635707512467049,GIN,2021.0,1244.96550477914
Republic of Seychelles,Male,15-49 years,0.0409860006804213,0.0042670963503108,0.0371526999154223,10.95290499037092,SYC,2021.0,14982.9111487767
Republic of Seychelles,Female,15-49 years,0.0721231168314956,0.0043717045903938,0.0441857852909996,1.4231726235702604,SYC,2021.0,14982.9111487767
Republic of Ghana,Male,15-49 years,0.0371177689620148,0.0063083497032655,0.0436165318818002,10.205677177479616,GHA,2021.0,2445.50081810782
Republic of Ghana,Female,15-49 years,0.0462889859321122,0.0064709824811875,0.0649254195798764,2.286660659152751,GHA,2021.0,2445.50081810782
Republic of Côte d'Ivoire,Male,15-49 years,0.0373567280560878,0.0063073165773,0.0368432704314772,12.792899326512282,CIV,2021.0,2455.98127641148
Republic of Côte d'Ivoire,Female,15-49 years,0.0465169621671917,0.0064318945770193,0.0560071395109227,2.612077248568088,CIV,2021.0,2455.98127641148
Republic of Madagascar,Male,15-49 years,0.0482289681692797,0.0074079010931213,0.0497303842542271,10.489073272303306,MDG,2021.0,490.206238571448
Republic of Madagascar,Female,15-49 years,0.0676868307005433,0.0077002066031282,0.0704678734655897,4.298744462390757,MDG,2021.0,490.206238571448
Republic of Cabo Verde,Male,15-49 years,0.0409216746578148,0.0065450641725313,0.0644138528046066,24.33904669301173,CPV,2021.0,3971.4440744985
Republic of Cabo Verde,Female,15-49 years,0.050268349680269,0.0066576164332062,0.0752014773106653,3.144166363322371,CPV,2021.0,3971.4440744985
Republic of Namibia,Male,15-49 years,0.0547317394551912,0.0068456091365473,0.0513781773560323,26.883297445678775,NAM,2021.0,4412.8355693052
Republic of Namibia,Female,15-49 years,0.0725964843593484,0.0069794332163673,0.0664443403523418,4.331062089404689,NAM,2021.0,4412.8355693052
Federal Republic of Somalia,Male,15-49 years,0.0467706998224789,0.0072331505709807,0.0501709081386933,9.56522552172435,SOM,2021.0,549.114743546859
Federal Republic of Somalia,Female,15-49 years,0.0664741884030154,0.0076367837120032,0.0789662821835853,5.230075403073849,SOM,2021.0,549.114743546859
Republic of Sierra Leone,Male,15-49 years,0.0376690770967521,0.0062274385092715,0.0375269593326173,7.774964132878163,SLE,2021.0,885.184270659578
Republic of Sierra Leone,Female,15-49 years,0.0473637035026455,0.0063884771964659,0.062419168341933,3.4824763948128497,SLE,2021.0,885.184270659578
United Republic of Tanzania,Male,15-49 years,0.0469146667146733,0.0073944599607762,0.0452827263537072,9.948079027159846,TZA,2021.0,1159.85656738281
United Republic of Tanzania,Female,15-49 years,0.065892768225366,0.0077116888919965,0.0693841338587408,2.5076589405737124,TZA,2021.0,1159.85656738281
Republic of Botswana,Male,15-49 years,0.0519209848970112,0.0069159224707703,0.055436413659512,20.100372875592324,BWA,2021.0,7808.20623956293
Republic of Botswana,Female,15-49 years,0.068561039903842,0.007011635045831,0.0769561648395784,4.554716539574711,BWA,2021.0,7808.20623956293
Republic of Chad,Male,15-49 years,0.0366748925813061,0.0061089952392041,0.0453640886269412,10.182938614018134,TCD,2021.0,660.747192555507
Republic of Chad,Female,15-49 years,0.0471066105253255,0.0062603468110174,0.0705076656269695,3.6565367383188794,TCD,2021.0,660.747192555507
Republic of South Africa,Male,15-49 years,0.0518493449861675,0.007012280688358,0.0557791052987751,36.13567849323917,ZAF,2021.0,6843.39941886204
Republic of South Africa,Female,15-49 years,0.0757147075121603,0.0070853291640843,0.0826479362396229,6.481765772435334,ZAF,2021.0,6843.39941886204
Kingdom of Eswatini,Male,15-49 years,0.0566140698229717,0.0068363632345979,0.0651950743830249,46.67057589151971,SWZ,2021.0,3926.48687364215
Kingdom of Eswatini,Female,15-49 years,0.0748881999620685,0.0069084362821294,0.0856840359176775,8.111096796196886,SWZ,2021.0,3926.48687364215
Republic of Zimbabwe,Male,15-49 years,0.047595640424127,0.0067724577665739,0.0368802220653836,40.84174828051131,ZWE,2021.0,1724.38773104902
Republic of Zimbabwe,Female,15-49 years,0.0557840377037734,0.0068643968741211,0.0512857538447283,13.535067391258824,ZWE,2021.0,1724.38773104902
Burkina Faso,Male,15-49 years,0.0361138243460471,0.0062030315314133,0.0415380229107932,11.008238508052113,BFA,2021.0,895.535288442991
Burkina Faso,Female,15-49 years,0.0455191806884357,0.0063779670097202,0.0581417343213548,3.1060930299591285,BFA,2021.0,895.535288442991
Republic of Cameroon,Male,15-49 years,0.037832041902557,0.0062257708509322,0.0435489018573733,14.127290902593291,CMR,2021.0,1672.32657340872
Republic of Cameroon,Female,15-49 years,0.0475679301299609,0.0063734535636202,0.0656463875058828,3.2579244494477164,CMR,2021.0,1672.32657340872
Republic of Guinea-Bissau,Male,15-49 years,0.0381032347843627,0.0062237933550795,0.0402000095174007,17.318885058801666,GNB,2021.0,900.407780831491
Republic of Guinea-Bissau,Female,15-49 years,0.0477640773514844,0.0063796875802424,0.067764503947385,5.328730646178169,GNB,2021.0,900.407780831491
Republic of Mali,Male,15-49 years,0.0348723459317572,0.0061337912687277,0.0323274154858494,6.321450311478236,MLI,2021.0,862.467400106111
Republic of Mali,Female,15-49 years,0.0444371872073314,0.0063429292904948,0.0519311987048374,3.743024385332144,MLI,2021.0,862.467400106111
Islamic Republic of Mauritania,Male,15-49 years,0.0355815526034005,0.0062944414576865,0.0381987967249049,5.25380913487911,MRT,2021.0,1947.78918383313
Islamic Republic of Mauritania,Female,15-49 years,0.0443822429299032,0.0064158060782583,0.0511268963873014,1.9658776007715644,MRT,2021.0,1947.78918383313
Republic of Senegal,Male,15-49 years,0.0397100255726601,0.006214285274756,0.04169658121683,11.824332048112293,SEN,2021.0,1598.10676952274
Republic of Senegal,Female,15-49 years,0.0498441978130549,0.0064505440689411,0.0597232960127172,2.9029691251889878,SEN,2021.0,1598.10676952274
Republic of Liberia,Male,15-49 years,0.0384162189832487,0.0062386391176306,0.0336422230655294,11.49737030246855,LBR,2021.0,667.96610514319
Republic of Liberia,Female,15-49 years,0.0486349015118054,0.0064158239594083,0.075999017763365,4.218737265643967,LBR,2021.0,667.96610514319
Federal Republic of Nigeria,Male,15-49 years,0.0357636348937571,0.0061647436268975,0.0340669615550336,8.20783901717975,NGA,2021.0,2017.27486481527
Federal Republic of Nigeria,Female,15-49 years,0.0447705262217417,0.0063299127968073,0.0503127431967487,1.4731911827003483,NGA,2021.0,2017.27486481527
Republic of South Sudan,Male,15-49 years,0.0492133076774806,0.0072282939593619,0.0442527767609314,13.046255589262516,SSD,2021.0,
Republic of South Sudan,Female,15-49 years,0.0703666927046905,0.0076386297351734,0.0691715347267509,4.296378123628196,SSD,2021.0,
Democratic Republic of Sao Tome and Principe,Male,15-49 years,0.0370654531899538,0.0064016547524844,0.035416129603419,2.159486733198322,STP,2021.0,2362.58827248102
Democratic Republic of Sao Tome and Principe,Female,15-49 years,0.0460983626817818,0.0065181220874648,0.0588798979546451,0.5335909695785739,STP,2021.0,2362.58827248102
Republic of Palau,Male,15-49 years,0.0383961956442886,0.0035749633289096,0.0410852314791533,25.21586852776052,PLW,2021.0,13257.2066721026
Republic of Palau,Female,15-49 years,0.0629458959573956,0.00364318817063,0.0502720652630271,19.711276092488013,PLW,2021.0,13257.2066721026
Saint Kitts and Nevis,Male,15-49 years,0.0480803446417307,0.0115967684668049,0.04203508930865,4.096576919633592,KNA,2021.0,18361.1449697886
Saint Kitts and Nevis,Female,15-49 years,0.084174668587623,0.0131247782468434,0.0712187037110245,0.5882311788007638,KNA,2021.0,18361.1449697886
American Samoa,Male,15-49 years,0.0393673893993737,0.0034484884459473,0.030680463682746,19.082455796467254,ASM,2021.0,15236.1604875571
American Samoa,Female,15-49 years,0.0644932919633268,0.003531852660386,0.0401417114829189,5.571611505960772,ASM,2021.0,15236.1604875571
Greenland,Male,15-49 years,0.0644721669327376,0.0087463090087136,0.0942156295961966,111.597957992974,GRL,2021.0,57116.295770722
Greenland,Female,15-49 years,0.1110177057941332,0.0098936910561101,0.157832939164376,38.74742005786204,GRL,2021.0,57116.295770722
Tuvalu,Male,15-49 years,0.0395406936566212,0.0034388967801663,0.0389234822419587,37.53568157098751,TUV,2021.0,5905.08198095343
Tuvalu,Female,15-49 years,0.0646337109441024,0.0034842689842055,0.0471061649275288,12.526693456630914,TUV,2021.0,5905.08198095343
Guam,Male,15-49 years,0.0420397498269099,0.0035349803941494,0.0475305021694615,46.77688321569645,GUM,2021.0,38074.8793745801
Guam,Female,15-49 years,0.0678233363077707,0.0036119810471236,0.0484561666240954,5.63956433098326,GUM,2021.0,38074.8793745801
Togolese Republic,Male,15-49 years,0.0390817433852598,0.0062630356705491,0.0423387981916305,14.260670858736605,TGO,2021.0,939.613373786407
Togolese Republic,Female,15-49 years,0.048700190263332,0.0064682520669368,0.0641752450088242,3.458584481558096,TGO,2021.0,939.613373786407
United States Virgin Islands,Male,15-49 years,0.0502426693296283,0.0115248289422008,0.038092560688167,18.03060218379064,VIR,2021.0,42571.0777368471
United States Virgin Islands,Female,15-49 years,0.0880045199715201,0.0133665564992652,0.0592280544049459,1.6538350301798534,VIR,2021.0,42571.0777368471
Republic of Nauru,Male,15-49 years,0.0395455916226777,0.0033945954748308,0.0387172128323243,58.88041630793925,NRU,2021.0,14989.6647450751
Republic of Nauru,Female,15-49 years,0.0646351353663923,0.0034593596440471,0.0472828805685845,18.680107324481565,NRU,2021.0,14989.6647450751
Republic of San Marino,Male,15-49 years,0.0616053103197063,0.0100989813395324,0.0554954855883202,11.078021452919046,SMR,2021.0,54168.9828262684
Republic of San Marino,Female,15-49 years,0.1067863165633228,0.0131925219789018,0.0900623953499408,2.584170540128066,SMR,2021.0,54168.9828262684
Principality of Monaco,Male,15-49 years,0.0604395269140626,0.0100269364850684,0.0546747914107087,23.759837602600893,MCO,2021.0,223823.363960226
Principality of Monaco,Female,15-49 years,0.1050296124344471,0.0130774201126823,0.0889516929017053,8.93055545014967,MCO,2021.0,223823.363960226
Bermuda,Male,15-49 years,0.0503340208537034,0.0118958063438468,0.0358192723010441,4.807645091832745,BMU,2021.0,112712.025120653
Bermuda,Female,15-49 years,0.0881037533928604,0.0136420943720983,0.060724807666546,0.8573934439211859,BMU,2021.0,112712.025120653
Republic of Sudan,Male,15-49 years,0.0557556136460207,0.0097443416142665,0.0607447233483128,8.95201813438454,SDN,2021.0,712.122009277344
Republic of Sudan,Female,15-49 years,0.098175549199006,0.0112401278714824,0.0756167975610176,5.189268723328159,SDN,2021.0,712.122009277344
Puerto Rico,Male,15-49 years,0.0481974635776317,0.0116179126067049,0.0329831602367404,11.411216603784084,PRI,2021.0,32619.250416757
Puerto Rico,Female,15-49 years,0.084915261643787,0.0134096986951935,0.0472811119459927,1.768666506674342,PRI,2021.0,32619.250416757
Northern Mariana Islands,Male,15-49 years,0.0425006669571958,0.0035436654687726,0.0413731123123652,34.22257669008295,MNP,2021.0,19455.50139424
Northern Mariana Islands,Female,15-49 years,0.0690795798357104,0.0036317564877131,0.0439866949978757,6.588670051089404,MNP,2021.0,19455.50139424
